# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Nov  4 06:50:47 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
1095,K2-7,b,K2-7 b,Transit,1,28.67992000,0.181400,,,,,0.238,,0,0,1,0,11h08m22.50s,167.093765,-01d03m56.7s,-1.065755,754.64,13.213,V (Johnson),13.057,5772.00,0.97,0.96,2015-07-16,K2
1096,K2-70,b,K2-70 b,Transit,1,13.97896000,0.111200,,,,,0.258,,0,0,1,0,22h33m54.19s,338.475800,-10d05m05.8s,-10.084946,234.47,12.989,V (Johnson),12.778,5622.00,0.94,0.93,2016-07-18,K2
1097,K2-71,b,K2-71 b,Transit,1,6.98541000,0.055900,,,,,0.192,,0,0,1,0,22h46m53.86s,341.724426,-09d52m53.8s,-9.881619,153.86,14.875,Kepler-band,15.189,4006.00,0.48,0.43,2016-07-18,K2
1098,K2-72,b,K2-72 b,Transit,4,5.57721200,0.040000,0.110000,89.150,,,0.096,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,15.309,V (Johnson),14.279,3360.47,0.27,0.33,2017-10-26,K2
1099,K2-72,c,K2-72 c,Transit,4,15.18903400,0.078000,0.110000,89.540,,,0.103,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,15.309,V (Johnson),14.279,3360.47,0.27,0.33,2017-10-26,K2
1100,K2-72,d,K2-72 d,Transit,4,7.76017800,0.050000,0.110000,89.260,,,0.090,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,15.309,V (Johnson),14.279,3360.47,0.27,0.33,2017-10-26,K2
1101,K2-72,e,K2-72 e,Transit,4,24.15886800,0.106000,0.110000,89.680,,,0.115,,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,66.56,15.309,V (Johnson),14.279,3360.47,0.27,0.33,2017-10-26,K2
1102,K2-73,b,K2-73 b,Transit,1,7.49543000,0.076190,,,,,0.219,,0,0,1,0,22h20m06.12s,335.025482,-09d03m21.9s,-9.056093,271.27,11.345,V (Johnson),11.715,5922.00,1.05,1.06,2016-07-18,K2
1103,K2-74,b,K2-74 b,Transit,1,19.56660000,0.140200,,,,,0.206,,0,0,1,0,22h39m40.64s,339.919342,-08d42m52.2s,-8.714505,381.85,12.588,V (Johnson),12.436,6060.00,0.96,0.98,2016-07-18,K2
1104,K2-75,b,K2-75 b,Transit,2,7.81420000,0.081000,,,,,0.238,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,12.701,V (Johnson),12.589,5995.00,1.16,1.56,2016-07-18,K2
1105,K2-75,c,K2-75 c,Transit,2,18.31100000,0.142900,,,,,0.247,,0,0,1,0,22h35m22.76s,338.844849,-07d28m11.5s,-7.469853,570.86,12.701,V (Johnson),12.589,5995.00,1.16,1.56,2016-07-18,K2
1106,K2-77,b,K2-77 b,Transit,1,8.19979600,,0.140000,88.700,1.90000,Mass,0.205,,0,0,1,0,03h40m54.82s,55.228428,+12d34m21.4s,12.572612,142.31,12.158,V (Johnson),11.920,4970.00,0.80,0.76,2016-09-29,K2
1107,K2-79,b,K2-79 b,Transit,1,10.99573000,0.098700,,,,,0.329,,0,0,1,0,03h41m01.42s,55.255905,+13d31m09.7s,13.519372,257.90,12.075,V (Johnson),11.803,5926.00,1.06,1.28,2016-07-18,K2
1108,K2-8,b,K2-8 b,Transit,2,10.35239000,0.085600,,86.420,,,0.319,,0,0,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,14.610,V (Johnson),14.336,4870.00,0.78,0.74,2016-07-07,K2
1109,K2-8,c,K2-8 c,Transit,2,5.06416000,0.053200,,86.700,,,0.215,,0,0,1,0,11h19m10.48s,169.793671,-00d17m03.8s,-0.284375,407.93,14.610,V (Johnson),14.336,4870.00,0.78,0.74,2016-07-07,K2
1110,K2-80,b,K2-80 b,Transit,3,19.09180000,0.135000,,,,,0.179,,0,0,1,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,12.626,V (Johnson),12.377,5441.00,0.90,0.87,2016-07-18,K2
1111,K2-80,c,K2-80 c,Transit,3,5.60500000,0.059600,,,,,0.131,,0,0,1,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,12.626,V (Johnson),12.377,5441.00,0.90,0.87,2016-07-18,K2
1112,K2-80,d,K2-80 d,Transit,3,28.86725300,,,89.397,,,0.228,,0,0,1,0,03h56m09.00s,59.037487,+13d33m33.4s,13.559289,201.96,12.626,V (Johnson),12.377,5441.00,0.90,0.87,2018-02-15,K2
1113,K2-81,b,K2-81 b,Transit,1,6.10232500,0.059000,0.060000,89.290,,,0.176,,0,0,1,0,03h49m56.52s,57.485489,+14d30m07.9s,14.502200,254.14,14.364,V (Johnson),13.904,4674.13,0.75,0.63,2017-10-26,K2
1114,K2-83,b,K2-83 b,Transit,2,2.74697000,0.030140,,,,,0.111,,0,0,1,0,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,14.514,V (Johnson),13.804,3910.00,0.48,0.42,2016-07-18,K2
1115,K2-83,c,K2-83 c,Transit,2,9.99767000,0.071310,,,,,0.132,,0,0,1,0,03h59m36.37s,59.901562,+15d33m32.0s,15.558886,125.98,14.514,V (Johnson),13.804,3910.00,0.48,0.42,2016-07-18,K2
1116,K2-84,b,K2-84 b,Transit,2,6.42150000,0.066500,,,,,0.215,,0,0,1,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,13.443,V (Johnson),13.147,5652.00,0.95,0.93,2016-07-18,K2
1117,K2-84,c,K2-84 c,Transit,2,27.86000000,0.176800,,,,,0.181,,0,0,1,0,03h43m14.23s,55.809273,+16d38m04.4s,16.634548,287.23,13.443,V (Johnson),13.147,5652.00,0.95,0.93,2016-07-18,K2
1118,K2-85,b,K2-85 b,Transit,1,0.68453300,0.012630,,,,,0.090,,0,0,1,0,03h57m51.45s,59.464394,+18d27m54.9s,18.465254,97.49,12.831,V (Johnson),12.060,4268.00,0.57,0.51,2016-07-18,K2
1119,K2-86,b,K2-86 b,Transit,1,8.77683000,0.077000,,,,,0.175,,0,0,1,0,03h26m12.67s,51.552799,+18d38m08.2s,18.635616,260.61,13.167,V (Johnson),12.798,5482.00,0.79,0.76,2016-07-18,K2
1120,K2-87,b,K2-87 b,Transit,1,9.72739000,0.087600,,,,,0.410,,0,0,1,0,04h24m56.69s,66.236221,+18d49m38.7s,18.827417,498.24,14.134,V (Johnson),13.708,5406.00,0.95,0.93,2016-07-18,K2
1121,K2-88,b,K2-88 b,Transit,1,4.61220000,0.034500,,,,,0.110,,0,0,1,0,03h39m00.38s,54.751598,+19d07m12.6s,19.120178,110.91,15.476,V (Johnson),14.545,3537.00,0.26,0.26,2016-07-18,K2
1122,K2-89,b,K2-89 b,Transit,1,1.09602600,0.014620,,,,,0.055,,0,0,1,0,03h48m16.01s,57.066715,+20d27m34.7s,20.459639,86.25,14.162,V (Johnson),13.322,3691.00,0.35,0.32,2016-07-18,K2
1123,K2-9,b,K2-9 b,Transit,1,18.44980000,0.091000,,87.983,,,0.201,,0,0,1,0,11h45m03.47s,176.264465,+00d00m19.1s,0.005301,83.16,15.630,V (Johnson),14.866,3390.00,0.30,0.31,2016-01-21,K2
1124,K2-90,b,K2-90 b,Transit,2,13.73490700,0.100000,0.070000,89.400,,,0.226,,0,0,1,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.71,13.855,V (Johnson),13.229,4421.98,0.70,0.63,2017-10-26,K2
1125,K2-90,c,K2-90 c,Transit,2,2.90070600,0.035000,0.190000,86.940,,,0.116,,0,0,1,0,03h56m36.58s,59.152405,+22d28m21.5s,22.472631,134.71,13.855,V (Johnson),13.229,4421.98,0.70,0.63,2017-10-26,K2
1126,K2-91,b,K2-91 b,Transit,1,1.41954900,0.016400,,,,,0.098,,0,0,1,0,04h12m52.34s,63.218063,+24d12m18.4s,24.205112,62.69,15.572,V (Johnson),14.322,3622.00,0.29,0.28,2016-07-18,K2
1127,K2-95,b,K2-95 b,Transit,1,10.13401600,0.069600,,,,,0.346,,0,0,1,2,08h37m27.06s,129.362747,+18d58m36.1s,18.976685,180.63,15.498,Kepler-band,16.084,3548.00,0.44,0.42,2018-10-26,K2
1128,K2-97,b,K2-97 b,Transit,1,8.40672600,0.086000,,,,,0.947,,0,0,1,0,08h31m03.08s,127.762833,+10d50m51.3s,10.847586,869.76,12.611,V (Johnson),12.306,4717.00,1.20,4.47,2018-10-26,K2
1129,K2-98,b,K2-98 b,Transit,1,10.13644800,0.097400,,,,,0.464,,0,0,1,0,08h25m57.19s,126.488289,+11d30m40.1s,11.511145,526.31,12.166,V (Johnson),12.040,6172.00,1.20,1.57,2018-10-26,K2
1130,K2-99,b,K2-99 b,Transit,1,18.25198500,0.159700,,,,,1.046,,0,0,1,0,13h55m05.70s,208.773743,-05d26m32.9s,-5.442466,522.29,11.149,V (Johnson),10.948,6217.00,1.63,2.63,2018-10-26,K2
1131,KELT-1,b,KELT-1 b,Transit,1,1.21751400,0.024660,0.009900,87.800,27.23000,Mass,1.110,24.70000,0,0,0,0,00h01m26.91s,0.362142,+39d23m01.7s,39.383808,262.00,10.701,V (Johnson),10.590,6518.00,1.32,1.46,2014-05-14,KELT
1132,KELT-10,b,KELT-10 b,Transit,1,4.16627390,0.052500,,88.610,0.67900,Mass,1.399,0.30800,0,0,0,0,18h58m11.61s,284.548373,-47d00m11.7s,-47.003242,183.00,10.854,V (Johnson),10.701,5948.00,1.11,1.21,2016-04-28,KELT-South
1133,KELT-11,b,KELT-11 b,Transit,1,4.73652900,0.062290,0.000000,85.800,0.19500,Mass,1.370,0.09300,0,0,0,1,10h46m49.74s,161.707260,-09d23m56.5s,-9.399025,98.00,8.037,V (Johnson),7.831,5370.00,1.44,2.72,2017-05-10,KELT-South
1134,KELT-12,b,KELT-12 b,Transit,1,5.03162300,0.067080,0.000000,84.470,0.95000,Mass,1.780,0.20900,0,0,0,1,17h50m33.72s,267.640503,+36d34m12.8s,36.570232,360.00,10.590,V (Johnson),10.484,6279.00,1.59,2.37,2017-04-27,KELT-North
1135,KELT-14,b,KELT-14 b,Transit,1,1.71005660,0.030050,0.000000,78.300,1.28400,Mass,1.743,0.32200,0,0,0,0,07h13m12.36s,108.301485,-42d24m35.1s,-42.409744,266.00,11.000,V (Johnson),10.838,5720.00,1.24,1.52,2016-06-03,KELT-South
1136,KELT-15,b,KELT-15 b,Transit,1,3.32944000,,0.000000,88.300,1.31000,Mass,1.740,,0,0,0,1,07h49m39.61s,117.415037,-52d07m13.6s,-52.120453,291.00,11.189,V (Johnson),11.069,6003.00,2.06,1.78,2018-04-26,KELT-South
1137,KELT-16,b,KELT-16 b,Transit,1,0.96899510,0.020440,0.000000,84.400,2.75000,Mass,1.415,1.20000,0,0,0,0,20h57m04.44s,314.268494,+31d39m39.7s,31.661034,450.28,11.898,V (Johnson),11.796,6236.00,1.21,1.36,2017-02-09,KELT
1138,KELT-17,b,KELT-17 b,Transit,1,3.08017160,0.048810,,84.870,1.31000,Mass,1.525,0.46000,0,0,0,0,08h22m28.21s,125.617523,+13d44m07.1s,13.735319,210.00,9.286,V (Johnson),9.209,7454.00,1.64,1.65,2016-09-08,KELT
1139,KELT-18,b,KELT-18 b,Transit,1,2.87175180,0.045500,0.000000,88.860,1.18000,Mass,1.570,0.37700,0,0,0,0,14h26m05.76s,216.524017,+59d26m39.4s,59.444275,311.00,10.117,V (Johnson),10.104,6670.00,1.52,1.91,2017-04-27,KELT-North
1140,KELT-19 A,b,KELT-19 A b,Transit,1,4.61170930,0.063700,,85.410,4.07000,Mass,1.910,0.74400,1,0,0,0,07h26m02.28s,111.509499,+07d36m56.9s,7.615806,302.80,9.885,V (Johnson),9.863,7500.00,1.62,1.83,2018-01-11,KELT
1141,KELT-2 A,b,KELT-2 A b,Transit,1,4.11379000,,0.000000,88.600,1.70000,Mass,1.350,,0,0,0,0,06h10m39.35s,92.663948,+30d57m25.7s,30.957144,134.57,8.713,V (Johnson),8.584,6327.00,1.54,1.93,2018-04-26,KELT
1142,KELT-20,b,KELT-20 b,Transit,1,3.47410850,0.054200,,86.120,3.38200,Mass,1.741,0.80600,0,0,0,0,19h38m38.74s,294.661407,+31d13m09.2s,31.219225,139.70,7.580,V (Johnson),7.575,8720.00,1.76,1.56,2017-11-02,KELT-North
1143,KELT-21,b,KELT-21 b,Transit,1,3.61276470,0.052240,0.000000,86.460,3.91000,Mass,1.586,1.24000,0,0,0,1,20h19m12.01s,304.800049,+32d34m51.7s,32.581039,415.00,,,10.541,7598.00,1.46,1.64,2018-02-01,KELT-North
1144,KELT-3,b,KELT-3 b,Transit,1,2.70339000,,0.000000,84.140,1.94000,Mass,1.560,,0,0,0,0,09h54m34.40s,148.643324,+40d23m17.0s,40.388069,178.00,9.873,V (Johnson),9.763,6304.00,1.96,1.70,2018-04-26,KELT
1145,KELT-4 A,b,KELT-4 A b,Transit,1,2.98959320,0.043170,0.000000,83.160,0.90200,Mass,1.699,0.22800,0,0,0,0,10h28m15.01s,157.062546,+25d34m23.5s,25.573189,210.00,9.980,V (Johnson),9.957,6206.00,1.20,1.60,2016-02-25,KELT
1146,KELT-6,b,KELT-6 b,Transit,2,7.84570000,,0.220000,88.810,0.52000,Mass,1.300,,0,0,0,0,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,222.00,10.418,V (Johnson),10.193,6102.00,1.42,1.73,2018-04-26,KELT
1147,KELT-6,c,KELT-6 c,Radial Velocity,2,1276.00000000,2.390000,0.210000,,3.71000,Msini,,,0,0,0,0,13h03m55.65s,195.981868,+30d38m24.2s,30.640051,222.00,10.418,V (Johnson),10.193,6102.00,1.42,1.73,2015-09-03,Multiple Observatories
1148,KELT-7,b,KELT-7 b,Transit,1,2.73477000,,0.000000,83.760,1.39000,Mass,1.600,,0,0,0,0,05h13m10.93s,78.295532,+33d19m05.4s,33.318165,129.00,8.540,V (Johnson),8.452,6768.00,1.76,1.81,2018-04-26,KELT
1149,KELT-8,b,KELT-8 b,Transit,1,3.24406000,,0.040000,82.650,0.66000,Mass,1.620,,0,0,0,0,18h53m13.32s,283.305510,+24d07m38.6s,24.127380,236.00,10.833,V (Johnson),10.670,5754.00,0.81,1.46,2018-04-26,KELT
1150,KELT-9,b,KELT-9 b,Transit,1,1.48112350,0.034620,0.000000,86.790,2.88000,Mass,1.891,0.53000,0,0,0,0,20h31m26.35s,307.859802,+39d56m19.8s,39.938828,188.70,7.550,V (Johnson),7.577,10170.00,2.52,2.36,2017-06-05,KELT-North
1151,KIC 10001893,b,KIC 10001893 b,Orbital Brightness Modulation,3,0.21970000,,,,,,,,0,1,0,0,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,15.846,Kepler-band,15.711,27500.00,,,2014-10-03,Kepler
1152,KIC 10001893,c,KIC 10001893 c,Orbital Brightness Modulation,3,0.32528000,,,,,,,,0,1,0,0,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,15.846,Kepler-band,15.711,27500.00,,,2014-10-03,Kepler
1153,KIC 10001893,d,KIC 10001893 d,Orbital Brightness Modulation,3,0.81161000,,,,,,,,0,1,0,0,19h09m33.41s,287.389188,+46d59m04.2s,46.984489,1758.47,15.846,Kepler-band,15.711,27500.00,,,2014-10-03,Kepler
1154,KIC 10525077,b,KIC 10525077 b,Transit,1,854.08300000,,,89.861,,,0.491,,0,1,0,1,19h09m30.74s,287.378077,+47d46m16.3s,47.771187,1464.12,15.355,Kepler-band,15.304,6091.00,1.01,1.01,2016-01-05,Kepler
1155,KIC 3558849,b,KIC 3558849 b,Transit,1,1322.30000000,,,89.973,,,0.616,,0,1,0,0,19h39m47.96s,294.949847,+38d36m18.7s,38.605197,1215.64,14.218,Kepler-band,14.167,6175.00,0.98,1.01,2016-01-05,Kepler
1156,KIC 5437945,b,KIC 5437945 b,Transit,2,440.78130000,,,89.904,,,0.571,,0,1,0,1,19h13m53.97s,288.474857,+40d39m04.9s,40.651357,848.00,13.771,Kepler-band,13.751,6340.00,1.07,1.24,2016-01-05,Kepler
1157,KIC 5951458,b,KIC 5951458 b,Transit,1,1320.10000000,,,89.799,,,0.589,,0,1,0,0,19h15m57.98s,288.991582,+41d13m22.9s,41.223038,742.54,12.713,Kepler-band,12.688,6258.00,0.98,1.52,2016-01-05,Kepler
1158,KIC 7917485,b,KIC 7917485 b,Pulsation Timing Variations,1,840.00000000,,0.150000,,11.80000,Msini,,,0,1,0,0,19h57m44.30s,299.434592,+43d37m57.4s,43.632622,1382.51,13.200,V (Johnson),13.109,7067.00,1.63,,2016-08-18,Kepler
1159,KOI-7892,b,KIC 8540376 b,Transit,2,31.80990000,,,89.300,,,0.366,,0,1,0,0,18h49m30.61s,282.377530,+44d41m40.5s,44.694592,1072.12,14.294,Kepler-band,14.217,6474.00,1.04,1.26,2016-01-05,Kepler
1160,KOI-7892,c,KIC 8540376 c,Transit,2,75.20000000,,,89.701,,,0.214,,0,1,0,0,18h49m30.61s,282.377530,+44d41m40.5s,44.694592,1072.12,14.294,Kepler-band,14.217,6474.00,1.04,1.26,2016-01-05,Kepler
1161,KIC 9663113,b,KIC 9663113 b,Transit,2,572.38470000,,,89.768,,,0.410,,0,1,0,0,19h48m10.90s,297.045421,+46d19m43.3s,46.328701,1594.34,13.955,Kepler-band,13.907,6065.00,0.98,1.03,2016-01-05,Kepler
1162,KOI-12,b,KOI-12 b,Transit,1,17.85523000,,0.720000,88.950,5.32000,Mass,1.540,,0,1,0,1,19h49m48.90s,297.453731,+41d00m39.6s,41.010991,426.00,11.353,Kepler-band,11.253,6820.00,1.82,1.75,2018-04-26,Kepler
1163,KOI-1257,b,KOI-1257 b,Transit,1,86.64766100,0.382000,0.772000,89.660,1.45000,Mass,0.940,2.10000,0,1,0,1,19h24m54.04s,291.225180,+44d55m38.6s,44.927383,900.00,14.867,V (Johnson),14.642,5520.00,0.99,1.13,2014-06-25,Kepler
1164,KOI-13,b,KOI-13 b,Transit,1,1.76358800,0.036410,0.000640,86.770,9.28000,Mass,1.512,3.60000,1,1,0,1,19h07m53.09s,286.971199,+46d52m06.1s,46.868362,415.00,9.958,Kepler-band,,7650.00,1.72,1.74,2015-10-15,Kepler
1165,KOI-142,b,KOI-142 b,Transit,2,10.95416000,,0.055930,89.055,0.02700,Mass,0.337,0.87000,1,1,0,0,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,339.00,13.110,V (Johnson),13.105,5471.00,0.96,0.88,2014-05-14,Kepler
1166,KOI-142,c,KOI-142 c,Transit Timing Variations,2,22.33950000,0.155250,0.056280,86.200,0.62600,Mass,,,0,1,0,0,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,339.00,13.110,V (Johnson),13.105,5471.00,0.96,0.88,2014-05-14,Kepler
1167,KOI-217,b,KOI-217 b,Transit,1,3.90512000,0.047700,0.000000,89.800,,,1.110,,1,1,0,1,19h39m27.72s,294.865505,+46d17m09.1s,46.285854,800.00,15.127,Kepler-band,15.101,5545.00,0.95,0.86,2014-05-14,Kepler
1168,KOI-351,b,KOI-351 b,Transit,8,7.00815100,0.074000,,89.400,,,0.117,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1169,KOI-351,c,KOI-351 c,Transit,8,8.71937500,0.089000,,89.680,,,0.106,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1170,KOI-351,d,KOI-351 d,Transit,8,59.73667000,0.320000,,89.710,,,0.256,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1171,KOI-351,e,KOI-351 e,Transit,8,91.93913000,0.420000,,89.790,,,0.237,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1172,KOI-351,f,KOI-351 f,Transit,8,124.91440000,0.480000,,89.770,,,0.257,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1173,KOI-351,g,KOI-351 g,Transit,8,210.60697000,0.710000,,89.800,,,0.723,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1174,KOI-351,h,KOI-351 h,Transit,8,331.60059000,1.010000,,89.600,,,1.008,,0,1,0,1,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2014-05-14,Kepler
1175,KOI-351,i,KOI-351 i,Transit,8,14.44912000,,,89.200,,,0.118,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780.00,13.804,Kepler-band,13.740,6080.00,1.20,1.20,2017-12-14,Kepler
1176,KOI-55,b,KOI-55 b,Orbital Brightness Modulation,2,0.24010400,0.006000,,65.000,0.00140,Mass,0.068,,0,1,0,0,19h45m25.47s,296.356105,+41d05m33.9s,41.092755,1180.00,14.870,V (Johnson),14.906,27730.00,0.50,0.20,2014-05-14,Kepler
1177,KOI-55,c,KOI-55 c,Orbital Brightness Modulation,2,0.34288700,0.007600,,65.000,0.00210,Mass,0.077,,0,1,0,0,19h45m25.47s,296.356105,+41d05m33.9s,41.092755,1180.00,14.870,V (Johnson),14.906,27730.00,0.50,0.20,2014-05-14,Kepler
1178,KOI-94,b,KOI-94 b,Transit,4,3.74320800,0.051190,0.250000,89.300,0.03300,Mass,0.153,10.10000,0,1,0,1,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,2014-05-14,Kepler
1179,KOI-94,c,KOI-94 c,Transit,4,10.42364800,0.101300,0.430000,88.360,0.04900,Mass,0.385,0.91000,1,1,0,2,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,2014-05-14,Kepler
1180,KOI-94,d,KOI-94 d,Transit,4,22.34298900,0.168400,0.022000,89.871,0.33400,Mass,1.005,0.36300,1,1,0,2,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,2014-05-14,Kepler
1181,KOI-94,e,KOI-94 e,Transit,4,54.32031000,0.304600,0.019000,89.760,0.11000,Mass,0.585,0.60000,1,1,0,2,19h49m19.93s,297.333057,+41d53m28.0s,41.891117,462.00,12.205,Kepler-band,12.188,6182.00,1.28,1.52,2014-05-14,Kepler
1182,KPS-1,b,KPS-1 b,Transit,1,1.70629100,0.026900,0.000000,83.200,1.09000,Mass,1.030,1.31000,0,0,0,0,11h00m40.18s,165.167404,+64d57m50.5s,64.964020,264.69,13.033,V (Johnson),12.793,5165.00,0.89,0.91,2018-04-26,Acton Sky Portal Observatory
1183,Kapteyn,c,Kapteyn c,Radial Velocity,1,121.54000000,0.311000,0.230000,,0.02200,Msini,,,0,0,0,0,05h11m40.58s,77.919090,-45d01m06.3s,-45.018414,3.93,8.845,V (Johnson),8.062,3550.00,0.28,0.29,2014-06-04,Multiple Observatories
1184,Kepler-10,b,Kepler-10 b,Transit,2,0.83749100,0.017200,,85.100,0.01450,Mass,0.132,8.00000,0,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,173.00,10.940,V (Johnson),10.919,5627.00,0.91,1.06,2015-10-15,Kepler
1185,Kepler-10,c,Kepler-10 c,Transit,2,45.29430100,,0.000000,89.590,0.05400,Mass,0.210,7.10000,1,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,173.00,10.940,V (Johnson),10.919,5627.00,0.91,1.06,2014-06-02,Kepler
1186,Kepler-100,b,Kepler-100 b,Transit,3,6.88705000,,,,0.02300,Mass,0.118,14.25000,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,297.00,11.197,Kepler-band,11.129,5825.00,1.08,1.49,2014-05-14,Kepler
1187,Kepler-100,c,Kepler-100 c,Transit,3,12.81590000,,,,0.02218,Mass,0.196,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,297.00,11.197,Kepler-band,11.129,5825.00,1.08,1.49,2016-10-13,Kepler
1188,Kepler-100,d,Kepler-100 d,Transit,3,35.33310000,,,,0.00944,Mass,0.144,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,297.00,11.197,Kepler-band,11.129,5825.00,1.08,1.49,2016-10-13,Kepler
1189,Kepler-1000,b,Kepler-1000 b,Transit,1,120.01812720,,,,,,0.425,,0,1,0,1,19h06m44.53s,286.685523,+47d05m53.6s,47.098221,925.00,13.256,Kepler-band,13.192,6453.00,1.40,1.51,2016-05-10,Kepler
1190,Kepler-1001,b,Kepler-1001 b,Transit,1,14.30511983,,,,,,0.281,,0,1,0,1,19h05m05.73s,286.273871,+48d37m07.3s,48.618706,1009.00,15.338,Kepler-band,15.330,5491.00,0.90,0.88,2016-05-10,Kepler
1191,Kepler-1002,b,Kepler-1002 b,Transit,1,4.33642933,,,,,,0.153,,0,1,0,1,19h32m19.08s,293.079495,+43d04m25.4s,43.073715,425.00,11.704,Kepler-band,11.647,6144.00,1.22,1.57,2016-05-10,Kepler
1192,Kepler-1003,b,Kepler-1003 b,Transit,1,3.55485691,,,,,,0.159,,0,1,0,1,19h28m04.91s,292.020456,+44d52m34.4s,44.876217,873.00,14.053,Kepler-band,14.023,6109.00,1.11,1.17,2016-05-10,Kepler
